wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,What color do the flowers of the acmispon rigidus turn to as they age?,What color do the flowers of this plant turn to as they age?,automatic,red or purple,,1,Description,inaturalist,7901,False,test,2742025
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,What part of the acmispon rigidus plant turns red or purple as it ages?,What part of this plant turns red or purple as it ages?,automatic,flowers,,1,Description,inaturalist,7901,False,test,2739763
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,How are the leaves of acmispon rigidus pinnate?,How are the leaves of this plant pinnate?,automatic,irregularly,,1,Description,inaturalist,7901,False,test,2739126
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,When do the flowers of the acmispon rigidus change color?,When do the flowers of this plant change color?,automatic,as they age,,1,Description,inaturalist,7901,False,test,2739231
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,Is the acmispon rigidus a perennial or annual plant?,Is this plant a perennial or annual?,automatic,perennial,,1,Description,inaturalist,7901,False,test,2713159
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,What part of the acmispon rigidus is irregularly pinnate or palmate?,What part of this plant is irregularly pinnate or palmate?,automatic,leaves,,1,Description,inaturalist,7901,False,test,2731471
Acronicta americana,https://en.wikipedia.org/wiki/Acronicta_americana,What do acronicta americana caterpillars not have?,What do this moth caterpillars not have?,automatic,venom,,6,Life cycle,inaturalist,1551,True,test,2723570
Acronicta rumicis,https://en.wikipedia.org/wiki/Acronicta_rumicis,What can differ based on location of the acronicta rumicis?,What can differ based on location of this moth?,automatic,number of generations,,9,Life history,inaturalist,1559,True,test,2690702
Acronicta rumicis,https://en.wikipedia.org/wiki/Acronicta_rumicis,How many generations can an acronicta rumicis complete while its host plants are available?,How many generations can this moth complete while its host plants are available?,automatic,two generations,,20,Diapause,inaturalist,1559,True,test,2761245
Adelpha californica,https://en.wikipedia.org/wiki/Adelpha_californica,What is dark brown to black on an adelpha californica?,What is dark brown to black on this butterfly?,automatic,wings,,3,Description,inaturalist,1765,True,test,2703586
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,When do the flowers of adonis vernalis appear?,When do the flowers of this plant appear?,automatic,springtime,,0,Adonis vernalis,inaturalist,9202,False,test,2713193
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,How many petals does the adonis vernalis have?,How many petals does this plant have?,automatic,20,,0,Adonis vernalis,inaturalist,9202,False,test,2779904
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,What grows along with the flowers on adonis vernalis?,What grows along with the flowers on this plant?,automatic,aerial organs,,0,Adonis vernalis,inaturalist,9202,False,test,2737729
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,What country is the westernmost location of adonis vernalis?,What country is the westernmost location of this plant?,automatic,Spain,,0,Adonis vernalis,inaturalist,9202,False,test,2737907
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,What type of bromide was mixed with adonis vernalis to treat heart diseases?,What type of bromide was mixed with this plant to treat heart diseases?,automatic,sodium,,1,Traditional uses,inaturalist,9202,False,test,2782935
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,What is adonis vernalis?,What is this plant?,automatic,plant,,1,Traditional uses,inaturalist,9202,False,test,2785119
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,What type of chemicals come from the plant adonis vernalis?,What type of chemicals come from this plant?,automatic,phytochemicals,,2,Phytochemicals,inaturalist,9202,False,test,2775625
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,adonis vernalis is a type of what?,What type of plant is adonis vernalis?,automatic,plant,,2,Phytochemicals,inaturalist,9202,False,test,2739955
Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,What type of cardiac failure is adonis vernalis used to treat?,What type of cardiac failure is this plant used to treat?,automatic,congestive,,3,Medicinal uses,inaturalist,9202,False,test,2744909
Aedes albopictus,https://en.wikipedia.org/wiki/Aedes_albopictus,What is the flying radius of the asian tiger mosquito in meters?,What is the flying radius of this mosquito in meters?,automatic,180,,19,Stagnant water removal,inaturalist,444,True,test,2708288
Aegolius acadicus,https://en.wikipedia.org/wiki/Northern_saw-whet_owl,What shape are the northern saw-whet owl's ears?,What shape are this bird's ears?,automatic,vertically asymmetrical,,3,Hearing,inaturalist,4540,True,test,2721988
Aegopodium podagraria,https://en.wikipedia.org/wiki/Aegopodium_podagraria,What color are the flowers of the aegopodium podagraria?,What color are the flowers of this plant?,automatic,white,,1,Description,inaturalist,6479,True,test,2754090
Aesculus glabra,https://en.wikipedia.org/wiki/Aesculus_glabra,What is another name for aesculus glabra?,What is another name for this plant?,automatic,buckeye,,1,Description,inaturalist,9584,True,test,2775429
Agalinis purpurea,https://en.wikipedia.org/wiki/Agalinis_purpurea,What type of species can eliminate agalinis purpurea?,What type of species can eliminate this plant?,automatic,invasive,,2,Distribution and habitat,inaturalist,8559,True,test,2695765
Agapanthia villosoviridescens,https://en.wikipedia.org/wiki/Agapanthia_villosoviridescens,When does the agapanthia villosoviridescens fly?,When does this insect fly?,automatic,May to August,,2,Habitat,inaturalist,219,True,test,2709035
Agastache foeniculum,https://en.wikipedia.org/wiki/Agastache_foeniculum,How did native americans use anise hyssop?,How did native americans use this plant?,automatic,medicinally,,3,Uses,inaturalist,8423,True,test,2773543
Agelaius phoeniceus,https://en.wikipedia.org/wiki/Red-winged_blackbird,What is a sign of threat among males in the red-winged blackbird?,What is a sign of threat among males in this bird?,automatic,spots on the wings,,4,Role of wing spots,inaturalist,3867,True,test,2716900
Agrotis infusa,https://en.wikipedia.org/wiki/Bogong_moth,Where do bogong moth populations differ by their seasonal presences?,Where do this insect populations differ by their seasonal presences?,automatic,each region,,3,Distribution and habitat,inaturalist,1564,True,test,2786793
Agrotis munda,https://en.wikipedia.org/wiki/Agrotis_munda,What kind of moth is the brown cutworm?,What kind of moth is this moth?,automatic,noctuid,,0,Agrotis munda,inaturalist,1566,True,test,2737508
Alectoris chukar,https://en.wikipedia.org/wiki/Chukar_partridge,What affects the population of alectoris chukar during breeding season?,What affects the population of this bird during breeding season?,automatic,weather patterns,,5,Population and status,inaturalist,3625,True,test,2710083
Allium drummondii,https://en.wikipedia.org/wiki/Allium_drummondii,"Along with pink, what is a color of drummond's onion flower?","Along with pink, what is a color of this plant's flower?",automatic,white,,0,Allium drummondii,inaturalist,5838,True,test,2739968
Allium ursinum,https://en.wikipedia.org/wiki/Allium_ursinum,How many inches long is the petiole of the allium ursinum?,How many inches long is the petiole of this plant?,automatic,7.9,,2,Description,inaturalist,5845,True,test,2716566
Alnus alnobetula,https://en.wikipedia.org/wiki/Alnus_alnobetula,What type of soil is alnus alnobetula used to reforest?,What type of soil is this plant used to reforest?,automatic,infertile,,4,Uses,inaturalist,8138,True,test,2699442
Amazilia tzacatl,https://en.wikipedia.org/wiki/Rufous-tailed_hummingbird,How are the calls of the rufous-tailed hummingbird sometimes repeated?,How are the calls of this bird sometimes repeated?,automatic,insistently,,7,Vocalization,inaturalist,3301,True,test,2754451
Ambrosia psilostachya,https://en.wikipedia.org/wiki/Ambrosia_psilostachya,Does ambrosia psilostachya contain or exclude psilostachyins?,Does this plant contain or exclude psilostachyins?,automatic,contains,,5,Chemistry,inaturalist,6608,True,test,2726350
Anacamptis pyramidalis,https://en.wikipedia.org/wiki/Anacamptis_pyramidalis,When does the flowering period of the anacamptis pyramidalis begin?,When does the flowering period of this plant begin?,automatic,April,,1,Description,inaturalist,5995,True,test,2759355
Andropogon gerardi,https://en.wikipedia.org/wiki/Andropogon_gerardi,What does the rust fungus puccinia andropogonis form on the leaves of big bluestem?,What does the rust fungus puccinia andropogonis form on the leaves of this plant?,automatic,black telia,,3,Ecology,inaturalist,6322,True,test,2720020
Anser cygnoides,https://en.wikipedia.org/wiki/Swan_goose,What type of water does the anser cygnoides prefer?,What type of water does this bird prefer?,automatic,freshwater,,2,Ecology,inaturalist,3211,True,test,2779598
Anthochaera carunculata,https://en.wikipedia.org/wiki/Red_wattlebird,"Who introduced the specific epithet, carunculata, to the red wattlebird in 1790?","Who introduced the specific epithet, carunculata, to this bird in 1790?",automatic,John Latham,,1,Taxonomy,inaturalist,3924,True,test,2722729
Anthochaera chrysoptera,https://en.wikipedia.org/wiki/Little_wattlebird,"In addition to nectar, insects and seeds, what do little wattlebirds eat?","In addition to nectar, insects and seeds, what do these birds eat?",automatic,berries,,6,Feeding,inaturalist,3925,True,test,2739552
Anthoxanthum odoratum,https://en.wikipedia.org/wiki/Anthoxanthum_odoratum,What type of speciation is anthoxanthum odoratum experiencing?,What type of speciation is this plant experiencing?,automatic,parapatric,,1,Description,inaturalist,6326,True,test,2745421
Anthus hodgsoni,https://en.wikipedia.org/wiki/Olive-backed_pipit,What other bird does the olive-backed pipit resemble?,What other bird does this bird resemble?,automatic,tree pipit,,0,Olive-backed pipit,inaturalist,3958,True,test,2689417
Anthus spinoletta,https://en.wikipedia.org/wiki/Water_pipit,How heavily is the winter water pipit streaked with brown?,How heavily is this bird streaked with brown?,automatic,lightly,,0,Water pipit,inaturalist,3964,True,test,2697585
Aphelocoma wollweberi,https://en.wikipedia.org/wiki/Mexican_jay,What shade of gray are the breast and underparts of the mexican jay?,What shade of gray are the breast and underparts of this bird?,automatic,pale,,2,Description,inaturalist,3743,True,test,2712535
Aphelocoma wollweberi,https://en.wikipedia.org/wiki/Mexican_jay,Which scrub-jay does the mexican jay have a cooperative breeding system similar to?,Which scrub-jay does this bird have a cooperative breeding system similar to?,automatic,Florida,,4,Ecology,inaturalist,3743,True,test,2694099
Apis dorsata,https://en.wikipedia.org/wiki/Apis_dorsata,apis dorsata foragers can travel farther than what two species?,apis dorsata foragers can travel farther than what two other species of bee?,automatic,A. cerana and A. florea,,12,Foraging,inaturalist,677,True,test,2707692
Aquila audax,https://en.wikipedia.org/wiki/Wedge-tailed_eagle,What study near canberra found that 19.3% of the diet of wedge-tailed eagles was rabbits?,What study near canberra found that 19.3% of the diet of this bird was rabbits?,automatic,the largest study,,12,Mammals,inaturalist,3118,True,test,2707798
